Site name,Cat_No,Provenance code,X coordinate,Y coordinate,No. of artefacts,Artefact category,act_cat,Material,Material detail,Type,Sub-Type,Description,Inscription,Find No./Inv. No. ,Find No. reduced,Date,Stratigraphical info,Period,Building phase,Building phase code,Building phase and find complex,Location,location_reduced,Gender ,Gender code,Width (cm),Rim diam. (cm),Base diam. (cm),Diam. (cm),Height (cm),Length (cm),Thickness (cm),Weight (g),Other dimensions,Fabric,Published illustration,Published parallels
Ellingen,F0107,389,68.10,84.60,1,gaming,G,Glass,Coloured,Counters,,Counter of blue-black glass.,,13 21 25 / 1983-2744,2125,,Planum 3 (1981) - under ,,Period 1,P1,Building C-I-II,"Building C, middle part ",Building C,male?/female?,ZMa_Fe,,,,2.6,,,,,,,Pl.  95,
Ellingen,J0012,393,68.90,81.50,1,cutting and sharpening,CS,Stone,Sandstone,Whetstones,large,Very fine-grained sandstone; long rectangular; four sloping long edges; all six sides convex with processing traces.,,1991-2121,2121,,Planum 3 (1981) - under ,,Period 1,P1,Building C-I-II,"Building C, middle part ",Building C,male?,ZMa,,,,,,,,2635 (preserved),23.9 x 11.1 x 6.6 cm ,,Pl.  104,
Ellingen,D0002,394,69.00,84.20,1,cloth working,C,Lead,,Spindlewhorls,,"Spindle whorl (?), disc-shaped; upper surface irregular.",,1991-786,786,,,,,ZZ,,"Building C, middle part ",Building C,female,Fe,,,, 3.9; hole: 0.6 ,,,,,,,Pl.  38,"Bayer. Vorgeschbl. 41, 1976, 17 fig. 3.18 (Pfaffenhofen)."
Ellingen,C0003,397,69.30,87.80,1,dress,D,Iron,,Brooches,Böhme Type 50b; Riha Type 8.1.2,"Omega brooch (similar to no. C2); iron brooch, badly corroded; ring of rhomboid section; biconical ends turned out; tongue complete.",,1991-2053,2053,,,,Period 1-2,P1_2,,"Building C, middle part ",Building C,male?,ZMa,,,,3.1,,,,,,,Pl.  22,
Ellingen,G0036,401,69.80,88.10,1,dress?/cloth working?/writing?,ZD_C_W,Bone and antler,Worked,Needles & pins,,"Pin fragment, cut at the wider end.",,1991-783,783,,,,Period 1-2,P1_2,,"Building C, middle part ",Building C,male?/female?,ZMa_Fe,,,,,, 5.4 (preserved) ,0.8,,,,Pl.  98,
Ellingen,G0027a,402,69.90,86.80,1,dress,D,Bone and antler,Worked,Pins,,Pin; head broken; two adjoining fragments.,,1991-900,900,,,,Period 1a?,ZP1A,Building C-I?,"Building C, middle part ",Building C,female?,ZFe,,,,,,11.2,0.4,,,,Pl.  98,
Ellingen,S0005c,403,69.90,87.70,1,human remains,Sk,Human bones,,Adult,,Frontal bone (from skull) of an adult male; with part of parietal bone.,,14 21 10,2110,,,,Period 1-2,P1_2,,"Building C, middle part ",Building C,male?,ZMa,,,,,,,,,,,,
Ellingen,K0092,349,65.00,86.00,1,stone and metal working,SM,Slag,,Indeterminate fragments,,l medium piece.,,1991-3027,3027,,,,Period 1-2,P1_2,,"Building C, middle part , north from skull deposit",Building C,male,Ma,,,,,,,,62,,,,
Ellingen,K0034,314,62.50,80.50,6,stone and metal working,SM,Slag,,Indeterminate fragments,,"l large, l medium, 4 small pieces.",,1991-2090,2090,,,,Period 1b-2,P1B_2,Building C-II,"Building C, middle part , posthole C38",Building C,male,Ma,,,,,,,,329,,,,
Ellingen,K0002,267,56.00,87.00,68,stone and metal working,SM,Slag,,Indeterminate fragments,,"5 large, 33 medium, approx. 30 small pieces.",,1991-2116,2116,,Planum 3 (1981) - under ,,Period 1,P1,Building C-I-II,"Building C, northeast cnr",Building C,male,Ma,,,,,,,,4696,,,,
Ellingen,G0035,267,56.00,87.00,1,dress?/cloth working?,ZD_C,Bone and antler,Worked,Needles & pins,,Pin point.,,1991-2115,2115,,Planum 3 (1981) - under ,,Period 1,P1,Building C-I-II,"Building C, northeast cnr",Building C,male?/female?,ZMa_Fe,,,,,, 3.9 (preserved) ,0.3,,,,Pl.  98,
Ellingen,C0282,410,70.00,89.00,5,dress,D,Iron,,Shoe nails,,"Five shoe nails with hemispherical or round, shallow heads; four examples not described.",,1991-895,895,,,,Period 1-2,P1_2,,"Building C, northeast cnr",Building C,male?,ZMa,,,,,,1.2-1.6 ,,,,,Pl.  37,"J. Göpfrich, Saalburg-Jahrb. 42, 1986, 14ff."
Ellingen,J0043,267,56.00,87.00,1,cutting and sharpening,CS,Stone,Sandstone,Whetstones,medium,Very fine-grained sandstone; long rectangular; all sides with grinding traces and grinding grooves.,,1991-2051,2051,,,,Period 1-2,P1_2,,"Building C, northwest cnr",Building C,male?,ZMa,,,,,,,,341,15.1 x 3.7 x 3.4 cm  (preserved) ,,"Pl.  100, Pl.  104",
Ellingen,C0283c,268,56.00,88.00,4,dress,D,Iron,,Shoe nails,,Shoe nails similar to no. C282.,,1991-893,893,,,,Period 1-2,P1_2,,"Building C, northwest cnr and west",Building C,male?,ZMa,,,,,,1.1-2.0 ,,,,,,
Ellingen,C0038,268,56.00,88.00,1,combat equipment,E,Iron,,Javelins and lances,,"Socket, slit, with small iron rivet; lance head (?) broken off.",,1991-893,893,,,,Period 1-2,P1_2,,"Building C, northwest cnr and west",Building C,male,Ma,,,,socket: 1.8 ,,4.6 (preserved),,,,,,
Ellingen,K0042,399,69.60,82.60,1,stone and metal working,SM,Slag,,Indeterminate fragments,,l large piece.,,1991-3047,3047,,,,Post-fort,ZZ,Building C-III,"Building C, posthole C61",Building C,male,Ma,,,,,,,,230,,,,
Ellingen,S0005ai,309,62.15,84.05,1,human remains,Sk,Human bones,,Adult,,Skull fragment.,,14 30 18,3018,385-320 BC,,Pre-Roman/mid 2nd cent. AD?,Period 1,P1,Building C-I-II?,"Building C, skull deposit",Building C,male?,ZMa,,,,,,,,,,,,
Ellingen,S0005aii,309,62.15,84.05,1,human remains,Sk,Human bones,,Adult,,Skull fragment.,,14 30 19,3018,,,Pre-Roman/mid 2nd cent. AD?,Period 1,P1,Building C-I-II?,"Building C, skull deposit",Building C,male?,ZMa,,,,,,,,,,,,
Ellingen,S0005aiii,309,62.15,84.05,1,human remains,Sk,Human bones,,Adult,,Skull fragment.,,14 30 20,3018,,,Pre-Roman/mid 2nd cent. AD?,Period 1,P1,Building C-I-II?,"Building C, skull deposit",Building C,male?,ZMa,,,,,,,,,,,,
Ellingen,B0130,247,52.50,86.90,1,dress,D,Copper alloy,,Pins,,"Pin with vase-shaped head; quadrangular, diagonally grooved neck over round-sectioned shaft, shaft with remains of tin-plate.",,13 11 73 / 1983-2738,1173,,,,Period 1-2,P1_2,,"Building C, to west",Building C,female,Fe,,,,,,9.6,0.3,,,,Pl.  19,"Wamser, Biriciana 106 fig. 97; Fundber. Schwaben N. F. 3, 1926.85 fig. 48 (Bad Cannstatt)."
Ellingen,C0283e,294,60.00,85.00,2,dress,D,Iron,,Shoe nails,,Shoe nails similar to no. C282.,,1991-1192,1192,,metal detector,,,ZZ,,"Building C, west and middle part ",Building C,male?,ZMa,,,,,,1.1-2.0 ,,,,,,
Ellingen,C0111,294,60.00,85.00,1,stone and metal working,SM,Iron,,Punch?,,Biconical quadrangular-sectioned rod with broken end; punch (?);,,1991-1192,1192,,metal detector,,,ZZ,,"Building C, west and middle part ",Building C,male,Ma,,,,,,9.7 (preserved) ,1.4,74 (preserved),,,Pl.  31,Similar to no. C110.
Ellingen,B0031,294,60.00,85.00,1,combat dress?,ZDE,Copper alloy,,Belt attachments,,"Heart-shaped strap end fastener, richly open-worked; on the upper surface remains of tin-plate; sheet strip welded to a tongue which is bent around, and which clasps the strap end and can serve as a hinge; either a buckle support for a belt or a Balteus end fastener; the rivet shaft on the rear side shows, that in the latter the wide ends of the leather shoulder strap are not rectangular, but heart-shaped. ",,13 11 92 / 1983-2731,1192,,metal detector,,,ZZ,,"Building C, west and middle part ",Building C,male?,ZMa,5,,,,,6.4,,,,,Pl.  16,"Reconstruction from Oldenstein, Ausrüstung 231 fig. 12;  the belt ebd. 161f. Parallel: J. Reitinger, Oberösterreich in vor- und frühgeschichtlicher Zeit (1969) 283 fig. 231."
Ellingen,J0092q,47,18.00,78.00,1,stone and metal working,SM,Stone,Ironstone,Indeterminate fragments,,Small vererzten ironstone piece (Dogger Beta) could have been collected for iron smelting.,,1991-2100,2100,,,,Period 1-2,P1_2,,"Building C, west part ",Building C,male,Ma,,,,,,c. 4-6 ,,,,,,"H. Schmidt-Kaler, Geologische Karte von Bayern l: 25 000. Illustration on sheet no. 6932 Nennslingen (1971) 18; 68."
Ellingen,B0073,271,57.10,88.40,1,combat dress?/horse equipment?,ZDE_H,Copper alloy,,Pendants,,"Heart-shaped fitting or pendant, two areas of open-work, palmette-like terminal.",,1991-678,678,,,,Period 1-2,P1_2,,"Building C, west part ",Building C,male?/female?,ZMa_Fe,,,,,,3.0  (preserved) ,,,,,Pl.  17,"Oldenstein, Ausrüstung pl. 12, 41 (Zugmantel)."
Ellingen,B0067,275,57.70,88.40,1,combat dress?,ZDE,Copper alloy,,Strap fittings,,"Bronze band, slightly arched and bent, twice bent rectangular; fragment of a buckle bow?",,1991-679,679,,,,Period 1-2,P1_2,,"Building C, west part ",Building C,male?,ZMa,2.8 (preserved),,,,,3.9,,,,,Pl.  17,
Ellingen,K0030,278,58.00,82.00,9,stone and metal working,SM,Slag,,Indeterminate fragments,,9 medium and small pieces.,,1991-2136,2136,,Planum 3 (1981) - under ,,Period 1,P1,Building C-I-II,"Building C, west part ",Building C,male,Ma,,,,,,,,445,,,,
Ellingen,F0019c,281,58.50,86.00,2,tableware and serving?/toilet?,ZTS_T,Glass,"Natural, decorated",Cups,Isings 85b,"1 wall sherd of a cup with thickened rim and so-called 'gerissener' decoration; beneath the fish swimming left the letters BE and probably A and V, between palm branches; colourless.",,1991-3017 (2 large rim sherds).,3017,,,,Period 1_2,P1_2,,"Building C, west part ",Building C,N/A,U,,10.1,,,,,,,,,Pl.  93,"L. Eckhart, Jahrb. Oberösterr. Musealver. 135, 1990, 17ff. Nachträge dazu: Fundber. Baden-Württemberg 9, 1984, 666 pl. 52.A4 (Aalen); Bayer. Vorgeschbl. Beih. 2 (1988) 132 (Dambach); Jahresber. Hist. Ver. Strau-bing 91, 1989, 26 fig. 11.4, 5 (Straubing)."
Ellingen,J0092i,262,55.00,85.00,1,stone and metal working,SM,Stone,Ironstone,Indeterminate fragments,,Small vererzten ironstone piece (Dogger Beta) could have been collected for iron smelting.,,1991-1179,1179,,Planum 5 (1980),,Period 1,P1,Building C-I-II,"Building C, west part  and west",Building C,male,Ma,,,,,,c. 4-6 ,,,,,,"H. Schmidt-Kaler, Geologische Karte von Bayern l: 25 000. Illustration on sheet no. 6932 Nennslingen (1971) 18; 68."
Ellingen,K0053,262,55.00,85.00,11,stone and metal working,SM,Slag,,Indeterminate fragments,,"l medium, 10 small (bronze slag underneath?) pieces. ",,1991-1193,1193,,Planum 5 (1980),,Period 1,P1,Building C-I-II,"Building C, west part  and west",Building C,male,Ma,,,,,,,,192,,,,
Ellingen,K0083,262,55.00,85.00,2,stone and metal working,SM,Slag,,Indeterminate fragments,,2 medium pieces.,,1991-1163,1163,,,,Period 1-2,P1_2,,"Building C, west part  and west",Building C,male,Ma,,,,,,,,81,,,,
Ellingen,K0112,262,55.00,85.00,2,stone and metal working,SM,Slag,,Indeterminate fragments,,2 small pieces.,,1991-1179,1179,,Planum 5 (1980),,Period 1,P1,Building C-I-II,"Building C, west part  and west",Building C,male,Ma,,,,,,,,29,,,,
Ellingen,K0125,262,55.00,85.00,1,stone and metal working,SM,Slag,,Indeterminate fragments,,l small piece.,,1991-1291,1291,,Planum 1 (1980),,Period 2?,ZP2,Building C-II,"Building C, west part  and west",Building C,male,Ma,,,,,,,,19,,,,
Ellingen,F0019a,262,55.00,85.00,1,tableware and serving?/toilet?,ZTS_T,Glass,"Natural, decorated",Cups,Isings 85b,"1 rim sherd of a cup with thickened rim and so-called 'gerissener' decoration; beneath the fish swimming left the letters BE and probably A and V, between palm branches; colourless.",,1991-1163,1163,,,,Period 1_2,P1_2,,"Building C, west part  and west",Building C,N/A,U,,10.1,,,,,,,,,Pl.  93,"L. Eckhart, Jahrb. Oberösterr. Musealver. 135, 1990, 17ff. Nachträge dazu: Fundber. Baden-Württemberg 9, 1984, 666 pl. 52.A4 (Aalen); Bayer. Vorgeschbl. Beih. 2 (1988) 132 (Dambach); Jahresber. Hist. Ver. Straubing 91, 1989, 26 fig. 11. 4, 5 (Straubing)."
Ellingen,C0114,348,65.00,85.00,1,stone and metal working,SM,Iron,,Spikes,,"Iron spike, quadrangular section; tool?",,1991-1299,1299,,Planum 3 (1980),,Period 1,P1,Building C-I-II,"Building C, west part  and west",Building C,male,Ma,,,,,,6.9,0.7,,,,Pl.  31,"Pietsch, Saalburg 38ff."
Ellingen,B0142,348,65.00,85.00,1,cloth working?/toilet?,ZC_T,Copper alloy,,Needles,,"Needle, needle eye broken off.",,1991-1299,1299,,Planum 3 (1980),,Period 1,P1,Building C-I-II,"Building C, west part  and west",Building C,male?/female?,ZMa_Fe,,,,,,7.8  (preserved) ,,,,,Pl.  19,Similar to no. B140.
Ellingen,G0025,288,59.00,87.60,1,dress,D,Bone and antler,Worked,Pins,,"Plain pin, broken.",,1991-2104,2104,,,,Period 1b-2?,ZP1B_2,Building C-II?,"Building C, west part , posthole C23",Building C,female?,ZFe,,,,,,7.5 (preserved),0.65,,,,Pl.  98,Similar to F23.
Ellingen,B0103,256,54.90,86.40,1,dress,D,Copper alloy,,Finger-rings,,Seal ring; solid circle under a stamp area; rectangular stamp plate with raised mirror-image inscription: 'Q. CATVRI/DEONYSE','Q. CATVRI/DEONYSE',13 30 42 / 1983-2709,3042,,under stone in posthole C69,,Period 1-2,P1_2,,"Building C, west part , posthole C69",Building C,male?/female?,ZMa_Fe,,,,2.4,,,,,1.15 x 2.6 cm (plate),,Pl.  18,"For inscription on ring: F. Henkel, Die römischen Fingerringe der Rheinlande und der benachbarten Gebiete (1913) 308ff.  Also G. Zahlhaas, Fingerringe und Gemmen. Kat. Prähist. Staatsslg. München 11 (1985) 51 no. 70. An extensive list of signacula aenea by K. Dietz in: Festschr. A. Betz. Archäologisch-epigraphische Studien l (1985) 131f. note 10."
Ellingen,B0053,252,53.00,86.40,1,combat dress?,ZDE,Copper alloy,,Strap fittings,,"Band-shaped fitting with two rivet holes and open-work pelta, edges slightly bent.",,13 11 68 / 1983-2732,1168,,,,Period 1-2,P1_2,,"Building C, west porticus",Building C,male?,ZMa,,,,head: 2.1 ,,5,,,,,Pl.  17,"Oldenstein, Ausrüstung 200; pl. 66, 862 (Weißenburg). 863 (Pfünz); Frankenland N. F. 32,1980,157 fig. 49 15 (Wörth)."
Ellingen,J0033,141,30.00,85.00,1,cutting and sharpening,CS,Stone,Sandstone,Whetstones,medium,"Very fine-grained sandstone; rectangular; upper side irregular, under side broken; long and narrow sides with grinding traces.",,1991-2164,2164,,Planum 2 - under,,Period 1a?,ZP1A,Building D-I?,Building D,Building D,male?,ZMa,,,,,,,,148,7.3 x 5.0 x 3.1 cm  (preserved),,Pl.  104,
Ellingen,J0058,141,30.00,85.00,1,cutting and sharpening,CS,Stone,Sandstone,Whetstones,irregular,Very fine-grained sandstone; triangular with trapezoidal section; all four long sides with grinding traces and grinding grooves.,,1991-2164,2164,,Planum 2 - under,,Period 1a?,ZP1A,Building D-I?,Building D,Building D,male?,ZMa,,,,,,,,479 (preserved) ,12.7 x 8.0 x 4.1 cm (preserved),,Pl.  104,
Ellingen,K0100,141,30.00,85.00,1,stone and metal working,SM,Slag,,Indeterminate fragments,,l medium piece.,,1991-2164,2164,,Planum 2 - under,,Period 1a?,ZP1A,Building D-I?,Building D,Building D,male,Ma,,,,,,,,56,,,,
Ellingen,B0051,141,30.00,85.00,1,combat dress?,ZDE,Copper alloy,,Strap fittings,,"Fitting in the  shape of an arched double trumpet, two small rivet shafts on the rear side.",,1991-2166,2166,,,,Period 1a?,ZP1A,Building D-I?,Building D,Building D,male?,ZMa,,,,,,2.1,,,,,Pl.  16,"For trumpet ornament: Oldenstein, Ausrüstung 203ff."
Ellingen,K0123,143,30.00,88.00,1,stone and metal working,SM,Slag,,Indeterminate fragments,,l small piece.,,1991-699,699,,,,Period 1-2,P1_2,,Building D and north,Building D,male,Ma,,,,,,,,19,,,,
Ellingen,W0009,143,30.00,88.00,1,gaming?/miscellaneous?,ZG_M,Animal bones,Worked ,Pig,,"Femur, distal.",,14 06 99,699,,,,Period 1-2,P1_2,,Building D and north,Building D,male?/female?,ZMa_Fe,,,,,,,,,,,,
Ellingen,K0057,141,30.00,85.00,5,stone and metal working,SM,Slag,,Indeterminate fragments,,"4 medium, l small pieces.",,1991-874,874,,,,Period 1-2,P1_2,,Building D area,Building D,male,Ma,,,,,,,,162,,,,
Ellingen,B0005,15,13.48,78.30,1,dress,D,Copper alloy,,Brooches,Böhme Type 21a; Jobst Type 12C; Riha Type 4.11,"Knee brooch' with spiral casing. Two piece bronze brooch; upper surface tin-plated; spiral with under tendon and seven windings, spiral shaft probably of iron, in cyclindrical spiral casing head base; S-shaped wave bow with pointd triangular section; straight cut almost square foot with transverse pin holder.",,13 07 33 / 1983-2715,733,2nd 1/2 2nd cent. AD,,,Period 1b-2,P1B_2,,"Building D, directly SW",Building D,male,Ma,,,,,,3.5,,,,,Pl.  14,
Ellingen,B0001,164,35.00,81.30,1,dress,D,Copper alloy,,Brooches,Böhme Type 12; Jobst Type 4C/D; Riha Type 3.1.1,Robust profiled brooch. Two piece bronze brooch; spiral shaft and pin missing; four windings of the spiral with over tendon preserved; tendon hook slightly widened; head facetted and turned under; simple bow knob only slightly shapeed under the bow; slender foot part ; foot knob with missing gutter; long rectangular pin holder offset from bow.,,13 07 25 / 1983-2723,725,1st 1/2 2nd cent. AD,,,Period 1a?,ZP1A,,"Building D, east part ",Building D,male?/female?,ZMa_Fe,,,,,,4.5,,,,,Pl.  14,"Germania 30, 1952, 270 fig. 2.2 (Terminus post quem 117 AD)."
Ellingen,J0037,165,35.00,83.00,1,cutting and sharpening,CS,Stone,Sandstone,Whetstones,medium,"Very fine-grained sandstone; fragment, rectangular; upper side with robust grinding grooves, long sides with grinding traces.",,1991-2094,2094,,,,Period 1a?,ZP1A,Building D-I?,"Building D, east part ",Building D,male?,ZMa,,,,,,,,65 (preserved),6.2 x 4.3 x 1.7 cm  (preserved),,Pl.  104,
Ellingen,C0147,183,39.80,80.40,1,combat dress?/horse equipment?,ZDE_H,Iron,,Buckles,,"Ring buckle with almost adjoined, spiral rolled up ends; tongue wrapped around the quadrangular-sectioned ring broken.",,1991-887,887,,Planum 2,,Period 1-2,P1_2,,"Building D, east part ",Building D,male?,ZMa,,,,5.2,,,0.55,,,,Pl.  32,
Ellingen,W0010,190,40.00,85.80,1,gaming?/miscellaneous?,ZG_M,Animal bones,Worked ,Pig,,"Femur, distal.",,14 07 14,714,,,,Period 1-2,P1_2,,"Building D, east part ",Building D,male?/female?,ZMa_Fe,,,,,,,,,,,,
Ellingen,J0013,92,23.90,83.10,1,cutting and sharpening,CS,Stone,Sandstone,Whetstones,large,"Very fine-grained sandstone; rectangular; all six sides convex with processing traces, under side perhaps with grinding traces.",,13 07 40 / 1983-2767,740,,,,Period 1a?,ZP1A,Building D-I?,"Building D, middle part ",Building D,male?,ZMa,,,,,,,,3245,21.5 x 12.9 x 4.3-6.5 cm,,Pl.  104,
Ellingen,K0099,98,25.00,85.00,2,stone and metal working,SM,Slag,,Indeterminate fragments,,"l medium, l small piece.",,1991-2101,2101,,,,Period 1-2,P1_2,,"Building D, middle part ",Building D,male,Ma,,,,,,,,56,,,,
Ellingen,K0141b,98,25.00,85.00,1,stone and metal working,SM,Slag,,Indeterminate fragments,,"Very porous, coke-like piece with charcoal inclusions and minute calcine bone.",,"1991-724, 1991-2101, 1991-2382",2101,,,,Period 1-2,P1_2,,"Building D, middle part ",Building D,male,Ma,,,,,,,,,,,,
Ellingen,B0035,99,25.00,86.10,1,combat dress?,ZDE,Copper alloy,,Strap fittings,,"Strap end fastener; spliced upper part with straight, lightly notched terminal and rivet hole, tapered from below; broken.",,1991-717,717,,,,Period 1-2,P1_2,,"Building D, middle part ",Building D,male?,ZMa,,,,,,2.3  (preserved),,,,,Pl.  16,"Known to have been produced in Free Germany. See Oldenstein, Ausrüstung 147; 36.323 (Saalburg). Possibly broken off a ring.  Oldenstein, Ausrüstung 148 pl. 37.338 (Saalburg)."
Ellingen,B0118,103,26.00,80.50,1,dress?/miscellaneous fittings?,ZD_MF,Copper alloy,,Finger-rings?,,Ring.,,13 20 93 / 1983-2737,2093,,,,Period 1-2,P1_2,,"Building D, middle part ",Building D,male?/female?,ZMa_Fe,,,,2.2,,,0.45,,,,Pl.  18,
Ellingen,F0108,112,26.60,84.30,1,gaming,G,Glass,Coloured,Counters,,"Counter of blue-black, opaque glass. ",,13 20 97 / 1983-2745,2097,,,,Period 1-2,P1_2,,"Building D, middle part ",Building D,male?/female?,ZMa_Fe,,,,1.8,,,,,,,Pl.  95,
Ellingen,B0047,114,26.80,80.00,1,combat dress?,ZDE,Copper alloy,,Strap fittings,,"Strap fastener, long, oval, vaulted; upper surface with slight longitudinal facets; on the rear side a rivet shaft.",,1991-899,899,,,,Period 1a?,ZP1A,Building C-I?,"Building D, middle part ",Building D,male?,ZMa,1,,,,,2.9  (preserved),,,,,Pl.  16,
Ellingen,J0023,117,27.30,81.10,1,cutting and sharpening,CS,Stone,Sandstone,Whetstones,large,Limestone (so-called 'Stinkkalk'); fragment; upper side with grinding traces and grinding grooves.,,1991-2087,2087,,,,Period 1a?,ZP1A,Building D-I?,"Building D, middle part ",Building D,male?,ZMa,,,,,,,,1170,9.8 x n. 10.8 x 4.9 cm (preserved),,Pl.  104,
Ellingen,C0033,135,29.70,81.90,1,combat equipment,E,Iron,,Spears,,"Projectile point, quadrangular pyramidal; a small iron rivet in lower, slightly offset socket end.",,1991-2092,2092,,,,Period 1-2,P1_2,,"Building D, middle part ",Building D,male,Ma,,,,socket: 1.4 ,,7.9,,22 (preserved),,,Pl.  25,
Ellingen,K0104,140,30.00,83.00,2,stone and metal working,SM,Slag,,Indeterminate fragments,,"l medium, l small piece.",,1991-2085,2085,,,,Period 1-2,P1_2,,"Building D, middle part ",Building D,male,Ma,,,,,,,,48,,,,
