ID,SF or Cat no,Ctxt ID,Object category,Condition,Obj Type,Firm ID?,Description,Quantity,Height cm,Width cm,Length cm,Depth cm,Diameter cm,Rim dia cm,Base dia cm,Material,Technique,Appearance,Stylistic date,Figure no,Obj Illustration,Out of copyright,Notes,VS parallels
3932,SardShS62.21:4420,SardShE15,Industry,intact,Pestle-Apothecary,Y,elbow-shaped; rounded working end; incision at bend,1,7,4,,,,,,Marble,,blue; grey,,519,0,FALSE,in burned fill,
3933,SardShU62(E15d),SardShE15,Food & drink; Other; Uncertain,fragmentary,Tray,Y,ledge rim turns in; v low; flat base; rough-chiselled on bottom; smoothed on underside of wall; polished interior,1,,,,,,,,Marble,,polished,,,0,FALSE,found w lamp fragments [ID3928],
3934,SardShGem63.6:5640,SardShE16,Dress clothing embellishment; Jewellery; Uncertain,intact,Bead,Y,round w flat ends; pierced; deep red carnelian,1,,,,,0.7,,,Gemstone,,dark red,,,0,FALSE,,
3935,SardShU63(E16a),SardShE16,Container,broken,Bottle-Gen,Y,cylindrical neck; rim missing; rounded shoulder,1,7,,,,2.4,,,Glass,,,,,0,FALSE,diameter is that of neck,
3936,SardShU63(E16b),SardShE16,Container,broken,Bottle-FunnelRim,Y,short conical funnel neck; almost horiz shoulder,1,4.5,,,,,,,Glass,,light aquamarine,,cf 398,0,FALSE,found w rod [ID3938],
3937,SardShU65(E16a),SardShE16,Lighting,fragmentary,Lamp,Y,handle fragment of bowl,1,,,,,,,,Glass,,light green,,cf 173,0,FALSE,found w vessel [ID3941],
3938,SardShU63F528,SardShE16,Other,fragmentary,Rod,Y,slightly tapering frag; round end,1,5.2,,,,,,,Glass,,,,528,0,FALSE,found w bottle [ID3936],
3939,SardShU63F529,SardShE16,Food & drink,fragmentary,Salver,N,flaring foot; short concave stem,1,3.5,,,,,,5.5,Glass,,aquamarine,,529,0,FALSE,,
3940,SardShU63F530,SardShE16,Container; Food & drink; Uncertain,fragmentary,Bowl-Deep,N,folded rim; vertical wall of large; deep bowl (?),1,,,,,,20,,Glass,,light green,,530,0,FALSE,,
3941,SardShU63F531,SardShE16,Container,broken,Vessel-Gen,Y,wide conical neck curving to shoulder; narrow spiral thread,1,35,,,,,,,Glass,,light aquamarine,,531,0,FALSE,found w lamp [ID3937],
3942,SardShM63.56:5871,SardShE16,Container,intact,Flask-Gen,Y,flat bottom; cylindrical body; profiled shoulder; conical neck; curved iron handle,1,20,,,,,,11,Cu alloy; Iron,,other metal,,522,0,FALSE,,
3943,SardShU63(E16c),SardShE16,Container; Food & drink,intact,Cup-Gen,N,cylindrical cup or vessel lid,1,9.5,,,,12,,,Cu alloy,,other metal,,,0,FALSE,,
3944,SardShU63(E16d),SardShE16,Container; Other,intact,Lid-Gen,Y,cylindrical lid,1,7.5,,,,6.5,,,Cu alloy,,other metal,,,0,FALSE,,
3945,SardShM63.29:5735,SardShE16,Commerce; Industry; Uncertain,broken,Steelyard,Y,beam has disc-shaped stop at long end; biconical stop at other; graduated on 3 sides w incised lines and dots; 5 hooks; most of chains and weight missing,1,,,29.5,,,,,Cu alloy,,other metal,,523,0,FALSE,,
3946,SardShM63.39:5553,SardShE16,Other,broken,Bell,Y,camel bell; clapper missing,1,21,,,,12,,,Iron,,other metal,,524,0,FALSE,,
3947,SardShM63.49:5730,SardShE16,Furniture,intact,Campstool,Y,frame; 2 rectangles joined at centre of long sides; oblong opening on one short side of each to hold fabric seat,1,,44,61,,,,,Iron,,other metal,,525,0,FALSE,found outside S wall of shop on mosaic floor,
3948,SardShM63.47:5728,SardShE16,Structural; Uncertain,intact,Hinge,Y,butterfly hinge,1,6.5,11,,,,,,Iron,,other metal,,527,0,FALSE,,
3949,SardShM63.51:5732,SardShE16,Agriculture; Tool,broken,Hoe,Y,rectangular blade; s-shaped handle w hammered open socket,1,16,24,,,,,,Iron,,other metal,,cf 417,0,FALSE,,
3950,SardShM63.48:5729,SardShE16,Tool,broken,Knife-Gen,Y,triangular blade; straight back; rectangular tang,1,,7.1,21.8,,,,,Iron,,other metal,,526,0,FALSE,,
3951,SardShM63.36:5513,SardShE16,Military; Other; Tool,intact,Sword,Y,short sword; broad; flat blade; top edge straighter than bottom; shaft appears to have been hollow,1,,5,33,,,,,Iron,,other metal,,,0,FALSE,,
3952,SardShU63F532,SardShE16,Container,broken,Amphora-Gen,Y,piriform; applied clay at 2 points on neck where handle (missing as is rim of neck) was attached; lower neck & body ridged on int & ext; thin slip applied to ext; covered w ashy deposits,1,34.5,,,,17.7,,,Pottery/ceramic,,,,532,0,FALSE,,
3953,SardShU63F533,SardShE16,Container,broken,Amphora-Gen,N,bottom half of amphora or jar; convex bottom; ring base in one piece w body; cream-buff self slip w micaceous red slip over it; yellow material deposited on ext & int,1,19,,,,24,,,Pottery/ceramic,,slip red,,533,0,FALSE,,
3954,SardShU63(E16e),SardShE16,Container,fragmentary,Amphora-Gen,Y,1 handle; neck; shoulder; int lined w mastic; graffito N at base of handle scratched after firing,1,24,,,,20,,,Pottery/ceramic,,,,,0,FALSE,,
3955,SardShU62(E16a),SardShE16,Container,fragmentary,Basin-Gen,Y,frag of wall & out-turned rim; flat bottom; brick-like coarse clay; soaked & v abraded; ridging on ext,1,23.5,,,,,,,Pottery/ceramic,,abraded,,cf 247,0,FALSE,,
3956,SardShP63.382:5514,SardShE16,Food & drink,fragmentary,Cookware-FryingPan,Y,frag w smoothed out-turned rim; flat bottom; coarse fabric w less temper than most cooking ware,1,5,,,,,18,,Pottery/ceramic,,clay red,,535,0,FALSE,,
3957,SardShU63F536,SardShE16,Food & drink,fragmentary,Cookware-FryingPan,Y,frag of flat-bottomed frying pan w out-turned ledge rim found w 2 rim frags having same curvature; one attached to handle made of 2 rolls of clay w loop at end; the other attached to tapered hollow piece (support to balance pan on brazier?),1,4,,,,,21,,Pottery/ceramic,,micaceous; soot,,536,0,FALSE,,
3958,SardShU63(E16f),SardShE16,Food & drink,fragmentary,CookWare-Sherd,Y,out-turned rim & wall frag; ledge handle,1,8,3.4,,,,,,Pottery/ceramic,,,,,0,FALSE,,
3959,SardShU63(E16g),SardShE16,Industry; Tool,fragmentary,Crucible,Y,frag of fractured crucible; dribble of bright red & malachite green on ext; found w bits of red glass; one having same curvature as int of this fragment,1,,,,,,,,Pottery/ceramic,,green; red,,cf 370; 371; 376,0,FALSE,as crucibles in E10 & E11,
3960,SardShP63.543:5727,SardShE16,Container,fragmentary,Jug-Gen,N,neck-shoulder frag of heavy jug or storage vessel; graffito PO scratched below neck when leather-hard before firing,1,,,,,,,,Pottery/ceramic,,clay grey; micaceous,,534,0,FALSE,,
3961,SardShU67(E16a),SardShE16,Container,fragmentary,Vessel-Gen,Y,thick; ridged shoulder frag of heavy vessel; graffito just below shoulder; ligature of A and E (?) scratched after firing; wavy line & horizontal groove incised above graffito before firing,1,,,,,,,,Pottery/ceramic,,,,,0,FALSE,,
3962,SardShU63F537,SardShE16,Container; Other,intact,Lid-Gen,Y,concave; recessed knob; knob made in 1 piece w lid; turned,1,4,,,,16,,,Pottery/ceramic,,,,537,0,FALSE,,
3963,SardShP63.647:5884,SardShE16,Container; Other,fragmentary,Lid-Pithos,Y,rounded edge; 2 ridges around centre of top; deep groove on underside; impression of stone tournette; charred at top of rim; graffito ___ broken on L; raised letters; impressed in mould when lid was made,1,,,,,22,,,Pottery/ceramic,,clay orange,,538,0,FALSE,,
3964,SardShP63.333:5457,SardShE16,Food & drink; Uncertain,fragmentary,Plate,Y,low ring foot; flaring sides; rounded rim flat on ext edge; centre slightly depressed,1,6.5,,,,,42,,Pottery/ceramic,,discolouration burning; micaceous,,539,0,FALSE,,
3965,SardShL63.53:5733,SardShE16,Lighting,fragmentary,Lamp,Y,mould-made triangular handle w palmette,1,4,,,,,,,Pottery/ceramic,,clay buff; discolouration burning,,cf 500-502,0,FALSE,,
3966,SardShU63(E16h),SardShE16,Food & drink; Tool,intact,Quern-Flat,N,grinding stone (upper part of rotary quern?); round; central hole surrounded by ridge; hole nr rim for upright peg or handle,1,,,,,40,,,Stone other,,,,,0,FALSE,,
3967,SardShS63.39:5459,SardShE16,Industry,intact,Pestle-Elbow,Y,black basalt; rough but evenly finished; end & section of side rubbed smooth,1,,12.8,13,,7,,,Stone other,,black,,cf 196,0,FALSE,,
3968,SardShS63.44:5539,SardShE16,Commerce; Industry; Uncertain,intact,Weight,N,spherical weight (?) w flat top & bottom; green crystalline stone; catalogued as weight but almost identical to pestle [ID3617] in E6,1,,,,,,,,Stone other,,green,,cf 302,0,FALSE,,
3969,SardShU63(E16i),SardShE16,Industry,intact,Mortar-Cylindrical,Y,columnar stand w hollow grinding bowl,1,55,,,,34,,,Marble,,,,,0,FALSE,on platform in sw corner,
3970,SardShU63(E18a),SardShE18,Other,fragmentary,Plaque,Y,small frag of millefiore plaque; green w white circular canes,1,,,2.5,,,,,Glass,,green; white,,,0,FALSE,,
3971,SardShU63(E18b),SardShE18,Industry,intact,Cullet,Y,3 pieces cullet or tesserae,3,,,,,,,,Glass,,blue,,,0,FALSE,,
3972,SardShM63.60:5876,SardShE18,Other,intact,Censer,Y,cylindrical bowl; everted rim w 3 round loops; ledge at bottom w 3 low feet; censer leaded tin bronze; chain low zinc brass,1,6,,,,8.2,,,Cu alloy,,other metal,,566; 570,0,FALSE,in burned layer under tiles,
3973,SardShM63.27:5351,SardShE18,Other,intact,Handle,Y,for bowl or bucket; flat loop w hole punched through each end,1,,1.3,,,9.5,,,Cu alloy,,other metal,,569,0,FALSE,,
3974,SardShM63.61:5877,SardShE18,Lighting,intact,Lamp,Y,handle guard w Greek cross within inverted heart-shaped leaf w serrated edges & surmounted by conical bead; round hinged lid w high profiled knob & long blade extending to nozzle rim; dolphin w tail fin raised high on blade; socket for stand on underside,1,14,7.5,19,,,,,Cu alloy,,incised decoration; moulded decoration; other metal,,567; 570,0,FALSE,,
3975,SardShM63.58:5875,SardShE18,Uncertain,intact,MetalPiece,N,shaft of pin or a handle; tapered at each end; incised pattern at thickest point,1,,0.4,13,,,,,Cu alloy,,incised decoration; other metal,,571,0,FALSE,,
3976,SardShM63.21:5285,SardShE18,Uncertain,intact,MetalPiece,N,thin strip (strapping?) w hole at each end,1,,1.3,11,,,,,Cu alloy,,,,,0,FALSE,Found w pieces of sheet bronze [ID3977],
3977,SardShUncat(E16a),SardShE18,Uncertain,fragmentary,MetalPiece,Y,"""many bits of sheet bronze""",5,,,,,,,,Cu alloy,,,,,0,FALSE,Found w metal piece [ID3976],
3978,SardShP63.384:5516,SardShE18,Container,intact,Amphora-Gen,Y,cone-shaped neck; 2 handles that spring upward from neck & attach at shoulder; ovoid body; concave base forming ring foot; ext ridged & slipped; carbon residue on int,1,48,,,,26,,,Pottery/ceramic,,discolouration burning; micaceous; soot,,562; 563; 573,0,FALSE,,
3979,SardShP63.294:5411,SardShE18,Container,fragmentary,Amphora-Gen,Y,joined frags of neck; shoulder of single handled amph; fishtail scar where handle attached to body; charcoal traces contain fibrous material; poss straw; graffito X_ (?) crudely scratched after firing,1,27,,,,21,,,Pottery/ceramic,,,,572,0,FALSE,,
3980,SardShU63(E18c),SardShE18,Food & drink,fragmentary,Cookware-Basin-Spouted,N,spout; tempered cooking fabric,1,,,2.3,,,,,Pottery/ceramic,,clay red,,,0,FALSE,,
3981,SardShU63F561,SardShE18,Container,intact,Pithos,Y,bulbous body; flaring rim; flat bottom; filled w burnt earth & charcoal,1,83,,,,65,41.5,,Pottery/ceramic,,,,561,0,FALSE,,
3982,SardShP63.117:5111,SardShE18,Food & drink; Uncertain,fragmentary,Plate,Y,frag of LRC; flat int w ring foot; stamped Greek cross monogram w circle under cross-arm,1,,,,,,,24,Pottery/ceramic,,clay black; stamped decoration,450-500; 500-550,574,0,FALSE,"""cf Hayes 78:1 (in reverse to the Sardis piece)""",
3983,SardShU63(E19a),SardShE19,Lighting,broken,Lamp,Y,beaker lamp; lower portion,1,3,,,,,,1.7,Glass,,light aquamarine,,,0,FALSE,,
3984,SardShU63(E19b),SardShE19,Container,fragmentary,Bottle-Gen,N,curved section of oval or spherical bottle (?),1,,,,,,,,Glass,,light green; light yellow,,,0,FALSE,,
3985,SardShU63F581,SardShE19,Container,fragmentary,Vessel-Gen,Y,rim w single heavy thread applied below edge; flaring wall,1,,,,,,8,,Glass,,light green,,581,0,FALSE,,
3986,SardShM64.41:6532,SardShE19,Dress accessory,intact,Buckle,Y,shield-shaped buckle plate; 3 loops on back; interlace in relief; incised border,1,,3.1,,,,,,Cu alloy,,moulded decoration; other metal,,582,0,FALSE,,
3987,SardShM63.5A-D:5353,SardShE19,Lighting,fragmentary,LampStand,Y,4 pieces may not belong together as restored; spiked candle or lamp holder; supported on Corinthian capital on profiled shaft; tripod base on claw feet,1,40.6,9.5,,,,,,Cu alloy,,other metal,,584; 585,0,FALSE,,
3988,SardShM63.7:4990,SardShE19,Food & drink,intact,Cookware-FryingPan,Y,round pan; flat bottom; straight sides & rim bent out to form small spout,1,2.65,,,,,,9,Cu alloy,,other metal,,583,0,FALSE,,
3989,SardShU64F586,SardShE19,Container; Food & drink; Uncertain,intact,Bowl-Shlw,Y,rim folded down on ext; slightly convex base; graffito A scratched on underside after firing,1,4.1,,,,18.5,,,Pottery/ceramic,,clay orange; slip red,,586,0,FALSE,,
3990,SardShU63F587,SardShE19,Food & drink,fragmentary,Cookware-Globular,Y,2 horiz lifting handles attached below rim; out-turned rim smoothed down; upper part ridged on int & ext,1,,,,,23.5,,,Pottery/ceramic,,,,587,0,FALSE,,
3991,SardShP63.599:5809,SardShE19,Container; Food & drink,intact,Cup-NoHandle,Y,beaker or cup; curved wall; slightly out-turned rim; ring foot; fine tableware fabric; pronounced turn marks; buff slip on ext; reddish slip on int,1,9,,,,9,,,Pottery/ceramic,,slip buff; slip red,,588,0,FALSE,,
3992,SardShU63F589,SardShE19,Container; Other,intact,Lid-Flat,Y,knob w concave top; unusually micaceous,1,4,,,,14.9,,,Pottery/ceramic,,clay pink; discolouration burning; micaceous,,589,0,FALSE,,
3993,SardShU63(E19c),SardShE19,Container; Other,fragmentary,Lid-Flat,Y,rounded edge; turned on stone tournette,1,,,,,17,,,Pottery/ceramic,,clay buff; clay pink; micaceous,,,0,FALSE,,
3994,SardShU64(E19a),SardShE19,Food & drink; Uncertain,broken,Plate,Y,ring foot; rounded rim set off w groove,1,,,,,,30.8,15.8,Pottery/ceramic,,clay buff; clay pink; micaceous; slip red,,,0,FALSE,,
3995,SardShL63.59:5831,SardShE19,Lighting,intact,Lamp-AsiaMinorType,Y,4 air holes around pouring hole in plain disc; relief pattern of vines & grapes; short nozzle outlined w heart-shaped ridge; solid handle w lotus at base on underside; foot print in centre of bottom,1,4,,9.5,,,,,Pottery/ceramic,,moulded decoration,,590; 591; 592,0,FALSE,,
3996,SardShS63.58:5765,SardShE19,Furniture,broken,FurnitureSupportSculpted,Y,table leg; Dionysus leaning on pillar w l arm; l leg crossed over r; face destroyed; r arm missing; was supported by dowel to r thigh,1,1.04,24.2,27.5,,,,,Marble,carved,white,before 250,578; 579,0,FALSE,found next to N wall nr [ID3997],
3997,SardShS63.59:5766,SardShE19,Furniture,intact,FurnitureSupportSculpted,Y,table leg; in form of forepart of lion; large-grained grayish marble; front surface v carefully smoothed; back of support multiple claw chisel & anathyrosis,1,87,,,,,,,Marble,carved,light grey,before 250,578; 580,0,FALSE,found in NW corner nr [ID3996],
4062,SardShW13coins,SardShW13,Commerce,intact,Coins,Y,,16,,,,,,,,Cu alloy,,other metal,250-300; 300-350; 350-400; 400-450; 450-500; 500-550; 550-600; before 250,,0,FALSE,,
4063,SardShW11coins,SardShW11,Commerce,intact,Coins,Y,,2,,,,,,,,Cu alloy,,other metal,300-350; 350-400; 400-450,,0,FALSE,,
4064,SardShW10coins,SardShW10,Commerce,intact,Coins,Y,,7,,,,,,,,Cu alloy,,other metal,300-350; 350-400; 400-450; 450-500; 500-550; 550-600; 600-650,,0,FALSE,,
4065,SardShW9coins,SardShW9,Commerce,intact,Coins,Y,,25,,,,,,,,Cu alloy,,other metal,250-300; 300-350; 350-400; 400-450; 450-500; 500-550; 550-600; 600-650; before 250,,0,FALSE,,
4066,SardShW8coins,SardShW8,Commerce,intact,Coins,Y,,45,,,,,,,,Cu alloy,,other metal,250-300; 300-350; 350-400; 400-450; 450-500; 500-550; 550-600; 600-650,,0,FALSE,,
4067,SardShW7coins,SardShW7,Commerce,intact,Coins,Y,,40,,,,,,,,Cu alloy,,other metal,250-300; 300-350; 350-400; 400-450; 450-500; 500-550; 550-600; 600-650; before 250,,0,FALSE,,
4068,SardShW3coins,SardShW3,Commerce,intact,Coins,Y,,58,,,,,,,,Cu alloy,,other metal,250-300; 300-350; 350-400; 400-450; 450-500; 500-550; 550-600; 600-650; before 250,,0,FALSE,,
4069,SardShW2coins,SardShW2,Commerce,intact,Coins,Y,,94,,,,,,,,Cu alloy,,other metal,250-300; 300-350; 350-400; 400-450; 450-500; 500-550; 550-600; 600-650; before 250,,0,FALSE,,
4070,SardShW2hoardFF,SardShW2,Commerce,intact,CoinsHoard,Y,All folles of Heraclius,10,,,,,,,,Cu alloy,,other metal,600-650,,0,FALSE,,
4071,SardShW2hoardG,SardShW2,Commerce,intact,CoinsHoard,Y,,7,,,,,,,,Cu alloy,,other metal,500-550; 550-600; 600-650,,0,FALSE,,
4072,SardShW1coins,SardShW1,Commerce,intact,Coins,Y,,45,,,,,,,,Cu alloy,,other metal,300-350; 350-400; 400-450; 450-500; 500-550; 550-600; 600-650,,0,FALSE,,
4073,SardShE1coins,SardShE1,Commerce,intact,Coins,Y,,51,,,,,,,,Cu alloy,,other metal,250-300; 300-350; 350-400; 400-450; 450-500; 500-550; 550-600; 600-650; 650-700; before 250,,0,FALSE,,
4074,SardShE1hoardW,SardShE1,Commerce,intact,CoinsHoard,Y,,24,,,,,,,,Cu alloy,,other metal,550-600,,0,FALSE,,
4075,SardShE1hoardCC,SardShE1,Commerce,intact,CoinsHoard,Y,All folles (1 of Phocas; rest of Heraclius),6,,,,,,,,Cu alloy,,other metal,600-650,,0,FALSE,,
4076,SardShE2coins,SardShE2,Commerce,intact,Coins,Y,,43,,,,,,,,Cu alloy,,other metal,250-300; 300-350; 350-400; 400-450; 450-500; 500-550; 550-600; 600-650; before 250,,0,FALSE,,
4077,SardShE2hoardF,SardShE2,Commerce,intact,CoinsHoard,Y,,168,,,,,,,,Cu alloy,,other metal,450-500; 500-550; 550-600; 600-650,,0,FALSE,,
4078,SardShE2hoardEE,SardShE2,Commerce,intact,CoinsHoard,Y,All folles (1 of Phocas; rest of Heraclius),9,,,,,,,,Cu alloy,,other metal,600-650,,0,FALSE,,
4079,SardShE2Acoins,SardShE2A,Commerce,intact,Coins,Y,,14,,,,,,,,Cu alloy,,other metal,250-300; 300-350; 350-400; 400-450; 450-500; 500-550; 550-600; 600-650; before 250,,0,FALSE,,
4080,SardShE2AhoardZ,SardShE2A,Commerce,intact,CoinsHoard,Y,,6,,,,,,,,Cu alloy,,other metal,400-450; 450-500; 500-550; 550-600; 600-650,,0,FALSE,,
4081,SardShE2AhoardDD,SardShE2A,Commerce,intact,CoinsHoard,Y,,3,,,,,,,,Cu alloy,,other metal,250-300; 300-350; 600-650,,0,FALSE,,
4082,SardShE3coins,SardShE3,Commerce,intact,Coins,Y,,6,,,,,,,,Cu alloy,,other metal,300-350; 350-400; 400-450; 450-500; 500-550; 550-600; 600-650,,0,FALSE,,
4083,SardShE4coins,SardShE4,Commerce,intact,Coins,Y,,50,,,,,,,,Cu alloy,,other metal,250-300; 300-350; 350-400; 400-450; 450-500; 500-550; 550-600; 600-650; before 250,,0,FALSE,,
4084,SardShE4hoardGG,SardShE4,Commerce,intact,CoinsHoard,Y,All folles of Heraclius,3,,,,,,,,Cu alloy,,other metal,600-650,,0,FALSE,,
4085,SardShE4hoardHH,SardShE4,Commerce,intact,CoinsHoard,Y,All folles of Heraclius,4,,,,,,,,Cu alloy,,other metal,600-650,,0,FALSE,,
4086,SardShE5coins,SardShE5,Commerce,intact,Coins,Y,1 silver coin - hexagram of Heraclius,25,,,,,,,,Cu alloy; Silver,,other metal; silver,250-300; 300-350; 350-400; 400-450; 450-500; 500-550; 550-600; 600-650; 650-700,,0,FALSE,,
4087,SardShE6coins,SardShE6,Commerce,intact,Coins,Y,,9,,,,,,,,Cu alloy,,other metal,350-400; 400-450; 450-500; 500-550; 550-600; 600-650; before 250,,0,FALSE,,
4088,SardShE7coins,SardShE7,Commerce,intact,Coins,Y,,9,,,,,,,,Cu alloy,,other metal,300-350; 350-400; 400-450; 450-500; 500-550; 550-600; 600-650,,0,FALSE,,
4089,SardShE8coins,SardShE8,Commerce,intact,Coins,Y,includes 4 large concentrations at various places within shop,286,,,,,,,,Cu alloy,,other metal,250-300; 300-350; 350-400; 400-450; 450-500; 500-550; 550-600; before 250,,0,FALSE,,
4090,SardShE9coins,SardShE9,Commerce,intact,Coins,Y,,11,,,,,,,,Cu alloy,,other metal,350-400; 400-450; 450-500; 500-550; 550-600; 600-650,,0,FALSE,,
4091,SardShE9hoardC,SardShE9,Commerce,intact,CoinsHoard,Y,only 1 identifiable,6,,,,,,,,Cu alloy,,other metal,450-500; 500-550,,0,FALSE,,
4092,SardShE10coins,SardShE10,Commerce,intact,Coins,Y,,33,,,,,,,,Cu alloy,,other metal,250-300; 300-350; 350-400; 400-450; 450-500; 500-550; 550-600; 600-650; before 250,,0,FALSE,,
4093,SardShE10hoardJ,SardShE10,Commerce,intact,CoinsHoard,Y,only 3 identifiable,28,,,,,,,,Cu alloy,,other metal,500-550; 550-600,,0,FALSE,,
4094,SardShE10hoardS,SardShE10,Commerce,intact,CoinsHoard,Y,only 2 identifiable,28,,,,,,,,Cu alloy,,other metal,500-550; 550-600,,0,FALSE,,
4095,SardShE10hoardAA,SardShE10,Commerce,intact,CoinsHoard,Y,only 3 identifiable,12,,,,,,,,Cu alloy,,other metal,550-600,,0,FALSE,,
4096,SardShE11coins,SardShE11,Commerce,intact,Coins,Y,,7,,,,,,,,Cu alloy,,other metal,300-350; 350-400; 400-450; 450-500; 500-550; 550-600; 600-650,,0,FALSE,,
4097,SardShE12coins,SardShE12,Commerce,intact,Coins,Y,,47,,,,,,,,Cu alloy,,other metal,300-350; 350-400; 400-450; 450-500; 500-550; 550-600; 600-650,,0,FALSE,,
4098,SardShE13coins,SardShE13,Commerce,intact,Coins,Y,,16,,,,,,,,Cu alloy,,other metal,350-400; 400-450; 450-500; 500-550; 550-600; 600-650,,0,FALSE,,
4099,SardShE14coins,SardShE14,Commerce,intact,Coins,Y,,38,,,,,,,,Cu alloy,,other metal,250-300; 300-350; 350-400; 400-450; 450-500; 500-550; 550-600; 600-650; 650-700; before 250,,0,FALSE,,
4100,SardShE14drain_coins,SardShE14,Commerce,intact,Coins,Y,in drain along N wall - mostly 330-430 issues,250,,,,,,,,Cu alloy,,other metal,300-350; 350-400; 400-450,,0,FALSE,,
4101,SardShE15coins,SardShE15,Commerce,intact,Coins,Y,,7,,,,,,,,Cu alloy,,,500-550; 550-600; 600-650,,0,FALSE,,
4102,SardShE16coins,SardShE16,Commerce,intact,Coins,Y,,49,,,,,,,,Cu alloy,,,350-400; 400-450; 450-500; 500-550; 550-600; 600-650,,0,FALSE,,
4103,SardShE17coins,SardShE17,Commerce,intact,Coins,Y,,31,,,,,,,,Cu alloy,,,500-550; 550-600; 600-650,,0,FALSE,,
4104,SardShE17hoardH,SardShE17,Commerce,intact,CoinsHoard,Y,,40,,,,,,,,Cu alloy,,,350-400; 400-450; 450-500; 500-550,,0,FALSE,,
4105,SardShE18coins,SardShE18,Commerce,intact,Coins,Y,,14,,,,,,,,Cu alloy,,,350-400; 400-450; 450-500; 500-550; 550-600; 600-650,,0,FALSE,,
4106,SardShE19coins,SardShE19,Commerce,intact,Coins,Y,,19,,,,,,,,Cu alloy,,,450-500; 500-550; 550-600; 600-650,,0,FALSE,,
